CustomerID,Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn
41864,74,Female,71,112.47,Month-to-month,Mailed check,8012.76,Yes
41865,57,Female,65,92.17,Month-to-month,Mailed check,5963.8,Yes
41866,58,Female,6,104.89,Month-to-month,Bank transfer,641.81,Yes
41867,33,Female,26,43.79,Month-to-month,Credit card,1147.73,No
41868,59,Female,16,97.6,One year,Electronic check,1574.15,No
41869,72,Female,43,15.03,Month-to-month,Bank transfer,621.43,No
41870,26,Female,24,56.45,One year,Credit card,1351.5,No
41871,52,Male,55,101.41,Two year,Electronic check,5519.63,No
41872,74,Female,46,78.3,One year,Credit card,3619.19,No
41873,51,Male,16,73.83,Month-to-month,Credit card,1152.96,Yes
41874,26,Female,30,110.02,Two year,Electronic check,3306.07,No
41875,30,Female,19,110.94,Month-to-month,Electronic check,2123.26,No
41876,23,Other,70,11.39,One year,Mailed check,818.88,No
41877,21,Male,36,50.59,Two year,Mailed check,1779.47,No
41878,77,Male,1,49.12,Two year,Credit card,45.64,No
41879,63,Male,37,11.15,One year,Electronic check,501.49,No
41880,45,Male,31,79.59,Two year,Credit card,2507.58,No
41881,78,Female,27,26.99,Month-to-month,Credit card,782.22,No
41882,28,Male,17,115.23,Month-to-month,Mailed check,2027.43,No
41883,51,Male,56,55.2,One year,Bank transfer,3081.32,No
41884,78,Male,64,40.01,One year,Electronic check,2585.66,No
41885,75,Male,27,117.74,Two year,Electronic check,3213.77,No
41886,52,Female,44,66.54,One year,Mailed check,2991.55,No
41887,22,Male,5,75.48,One year,Electronic check,430.31,No
41888,74,Male,15,88.19,Month-to-month,Mailed check,1326.72,Yes
41889,56,Male,36,78.85,One year,Electronic check,2835.72,No
41890,28,Male,3,11.88,Month-to-month,Electronic check,107.44,Yes
41891,29,Male,6,31.11,Month-to-month,Electronic check,177.07,Yes
41892,78,Female,60,91.65,Month-to-month,Electronic check,5498.45,No
41893,60,Female,41,79.85,One year,Bank transfer,3328.09,No
41894,36,Female,63,122.56,One year,Mailed check,7764.21,No
41895,30,Male,72,104.47,One year,Electronic check,7550.81,Yes
41896,21,Female,27,89.76,Month-to-month,Credit card,2385.94,Yes
41897,31,Male,2,19.06,Month-to-month,Mailed check,11.6,Yes
41898,61,Male,72,10.44,Month-to-month,Mailed check,758.66,Yes
41899,76,Female,20,13.77,Month-to-month,Credit card,259.6,Yes
41900,19,Male,61,119.57,One year,Bank transfer,7204.99,No
41901,79,Male,27,116.58,Month-to-month,Mailed check,3231.41,No
41902,25,Male,54,88.37,One year,Credit card,4664.64,No
41903,39,Male,33,12.92,Month-to-month,Bank transfer,415.5,No
41904,68,Male,63,84.86,One year,Electronic check,5274.33,No
41905,30,Female,52,101.73,Two year,Electronic check,5352.69,Yes
41906,38,Female,45,119.17,Month-to-month,Mailed check,5398.5,No
41907,38,Female,48,34.67,Two year,Electronic check,1565.53,No
41908,45,Male,37,101.33,Two year,Electronic check,3700.56,Yes
41909,50,Female,40,123.48,One year,Mailed check,4880.75,Yes
41910,46,Male,59,131.04,Month-to-month,Electronic check,7712.37,Yes
41911,54,Male,22,110.62,Two year,Mailed check,2499.96,No
41912,39,Female,28,101.22,Month-to-month,Bank transfer,2831.39,No
41913,75,Male,30,10.33,Month-to-month,Mailed check,263.37,No
41914,43,Male,43,51.19,One year,Bank transfer,2165.66,No
41915,76,Female,6,45.18,Month-to-month,Mailed check,273.88,Yes
41916,28,Male,22,36.25,Month-to-month,Credit card,796.39,Yes
41917,28,Female,25,89.02,Month-to-month,Bank transfer,2260.91,Yes
41918,62,Female,24,115.66,One year,Electronic check,2688.83,Yes
41919,51,Female,10,128.83,One year,Bank transfer,1304.28,Yes
41920,36,Male,70,122.1,Month-to-month,Electronic check,8504.45,Yes
41921,65,Male,2,70.14,Two year,Mailed check,171.26,Yes
41922,75,Female,51,114.97,One year,Mailed check,5904.96,No
41923,54,Female,17,92.04,Month-to-month,Bank transfer,1580.96,No
41924,31,Female,15,32.62,Month-to-month,Electronic check,637.59,Yes
41925,46,Female,11,34.06,One year,Bank transfer,400.67,Yes
41926,36,Male,35,14.62,Month-to-month,Bank transfer,482.09,Yes
41927,54,Female,36,45.57,One year,Mailed check,1574.84,No
41928,38,Male,27,22.21,Month-to-month,Credit card,678.81,No
41929,41,Male,38,111.71,Month-to-month,Electronic check,4219.44,Yes
41930,43,Female,42,37.4,Two year,Credit card,1605.77,No
41931,58,Female,2,69.64,One year,Bank transfer,152.21,Yes
41932,73,Male,15,51.17,Month-to-month,Bank transfer,730.04,No
41933,29,Female,17,110.45,One year,Bank transfer,1896.22,No
41934,65,Female,37,127.28,Two year,Electronic check,4712.18,Yes
41935,36,Male,47,90.24,One year,Credit card,4281.51,No
41936,64,Female,3,73.15,Month-to-month,Bank transfer,241.26,No
41937,66,Female,32,69.26,Month-to-month,Mailed check,2244.02,No
41938,47,Female,67,139.67,Month-to-month,Credit card,9277.9,Yes
41939,32,Male,30,72.13,Month-to-month,Bank transfer,2224.79,Yes
41940,20,Male,1,83.56,Month-to-month,Electronic check,100.63,Yes
41941,66,Female,58,103.76,Two year,Bank transfer,5921.3,Yes
41942,30,Female,18,107.07,Two year,Credit card,1899.36,No
41943,76,Male,60,147.85,One year,Mailed check,8852.02,No
41944,26,Female,49,109.36,Month-to-month,Credit card,5399.16,Yes
41945,77,Female,68,134.95,Month-to-month,Electronic check,9221.85,Yes
41946,30,Male,71,82.69,Two year,Bank transfer,5862.83,No
41947,33,Male,16,99.96,Month-to-month,Electronic check,1610.17,No
41948,68,Female,6,17.62,Month-to-month,Electronic check,52.84,Yes
41949,31,Female,55,68.32,One year,Electronic check,3701.28,No
41950,25,Female,53,130.65,Two year,Mailed check,6831.56,No
41951,71,Female,54,131.11,Month-to-month,Credit card,7127.79,Yes
41952,36,Male,16,115.04,Month-to-month,Bank transfer,1959.39,No
41953,74,Male,67,59.39,Month-to-month,Mailed check,3982.66,No
41954,73,Female,35,131.78,Month-to-month,Electronic check,4676.34,No
41955,49,Other,49,37.15,Two year,Mailed check,1802.15,No
41956,52,Female,35,149.28,Month-to-month,Credit card,5267.11,Yes
41957,40,Male,40,94.76,Two year,Credit card,3762.84,No
41958,38,Male,56,147.21,Two year,Bank transfer,8343.75,Yes
41959,35,Female,68,25.68,One year,Electronic check,1818.69,No
41960,65,Other,60,122.79,Month-to-month,Mailed check,7401.25,No
41961,31,Female,4,46.33,Two year,Electronic check,194.33,No
41962,33,Female,72,113.31,Month-to-month,Electronic check,8192.11,No
41963,41,Female,71,100.48,Month-to-month,Mailed check,7183.35,Yes
41964,66,Male,13,61.36,Two year,Bank transfer,648.41,No
41965,69,Female,50,90.66,One year,Credit card,4553.54,No
41966,49,Male,40,118.01,One year,Mailed check,4710.17,No
41967,28,Male,38,52.89,Month-to-month,Mailed check,1997.59,Yes
41968,62,Female,54,63.68,Two year,Electronic check,3496.23,No
41969,28,Female,42,31.72,Month-to-month,Electronic check,1309.36,Yes
41970,77,Female,69,98.12,One year,Mailed check,6798.73,No
41971,78,Male,27,78.03,Month-to-month,Electronic check,2097.58,Yes
41972,21,Female,10,12.0,Month-to-month,Credit card,77.32,Yes
41973,78,Male,17,85.44,Month-to-month,Electronic check,1368.83,Yes
41974,43,Female,54,114.68,Two year,Electronic check,6287.6,No
41975,63,Female,15,137.01,One year,Mailed check,1994.65,No
41976,22,Male,68,62.24,One year,Electronic check,4293.18,No
41977,53,Male,55,67.1,Month-to-month,Bank transfer,3676.73,No
41978,50,Female,58,26.32,Month-to-month,Mailed check,1513.19,No
41979,31,Male,43,148.85,Month-to-month,Credit card,6350.57,Yes
41980,49,Female,26,24.7,One year,Credit card,644.83,No
41981,24,Female,72,34.02,Month-to-month,Electronic check,2452.72,No
41982,27,Female,66,99.05,Two year,Mailed check,6550.27,No
41983,76,Female,54,145.97,One year,Bank transfer,7825.1,Yes
41984,19,Male,61,83.59,Month-to-month,Bank transfer,4984.93,Yes
41985,27,Female,19,91.4,One year,Electronic check,1805.81,No
41986,52,Male,59,136.59,Month-to-month,Bank transfer,8078.78,Yes
41987,38,Female,52,131.03,Two year,Electronic check,6777.46,No
41988,57,Male,65,36.09,Two year,Electronic check,2283.97,No
41989,59,Female,65,50.98,One year,Electronic check,3275.96,No
41990,25,Male,13,35.3,One year,Bank transfer,439.37,No
41991,63,Male,23,112.4,Month-to-month,Mailed check,2559.02,Yes
41992,35,Male,26,89.13,One year,Credit card,2347.32,No
41993,26,Female,8,112.73,Two year,Electronic check,947.67,Yes
41994,71,Male,28,103.93,Month-to-month,Credit card,2962.55,Yes
41995,58,Male,62,132.37,One year,Electronic check,8125.59,No
41996,47,Female,61,21.42,Month-to-month,Mailed check,1332.33,No
41997,21,Male,18,90.44,Month-to-month,Mailed check,1658.61,Yes
41998,52,Male,4,49.04,Month-to-month,Electronic check,137.07,Yes
41999,31,Male,33,10.37,One year,Credit card,357.0,No
42000,31,Male,67,52.87,One year,Bank transfer,3624.89,No
42001,70,Male,61,114.85,Month-to-month,Electronic check,7029.55,Yes
42002,65,Female,52,126.21,Month-to-month,Mailed check,6540.61,Yes
42003,54,Female,46,88.64,Month-to-month,Mailed check,4083.58,No
42004,37,Male,63,75.82,Two year,Credit card,4834.28,No
42005,46,Female,25,96.56,Two year,Credit card,2520.93,No
42006,40,Female,69,137.85,Two year,Electronic check,9544.88,No
42007,73,Other,10,140.97,Month-to-month,Mailed check,1433.11,Yes
42008,64,Female,72,12.12,One year,Electronic check,826.3,No
42009,38,Male,62,20.0,Month-to-month,Electronic check,1273.78,No
42010,48,Male,42,110.96,Two year,Mailed check,4585.27,Yes
42011,49,Female,10,25.76,Two year,Electronic check,277.95,Yes
42012,58,Male,43,113.09,Month-to-month,Credit card,4938.97,Yes
42013,24,Male,12,77.68,One year,Mailed check,877.66,No
42014,30,Female,7,68.59,Month-to-month,Mailed check,497.86,Yes
42015,78,Female,13,63.27,One year,Bank transfer,813.78,No
42016,40,Male,26,124.39,Month-to-month,Mailed check,3211.28,No
42017,25,Female,14,74.29,One year,Electronic check,1024.15,No
42018,29,Female,28,30.24,Two year,Electronic check,825.45,No
42019,53,Female,31,11.36,Month-to-month,Credit card,358.73,No
42020,33,Female,17,125.54,Month-to-month,Electronic check,2122.15,No
42021,43,Female,47,53.03,One year,Bank transfer,2427.55,No
42022,46,Male,28,83.06,One year,Electronic check,2450.77,No
42023,46,Female,46,124.15,Month-to-month,Electronic check,5694.25,Yes
42024,23,Male,69,54.12,Month-to-month,Credit card,3816.16,No
42025,54,Female,58,53.01,One year,Bank transfer,3107.86,No
42026,50,Female,20,115.45,One year,Electronic check,2380.23,No
42027,48,Male,27,132.49,One year,Mailed check,3526.17,No
42028,63,Male,16,114.31,Month-to-month,Credit card,1843.62,No
42029,78,Female,19,148.99,Month-to-month,Electronic check,2797.44,No
42030,58,Female,52,120.72,One year,Bank transfer,6218.07,No
42031,35,Male,69,38.83,Month-to-month,Bank transfer,2739.48,No
42032,55,Male,34,122.06,Month-to-month,Mailed check,4157.18,No
42033,64,Male,21,10.26,Month-to-month,Electronic check,266.2,Yes
42034,48,Female,6,75.52,Month-to-month,Mailed check,500.27,No
42035,33,Female,53,85.21,Two year,Mailed check,4559.62,No
42036,57,Male,66,149.86,One year,Bank transfer,9808.24,No
42037,68,Male,9,56.53,Two year,Credit card,434.41,No
42038,54,Female,25,56.4,One year,Electronic check,1410.07,No
42039,31,Male,64,112.61,One year,Credit card,7249.69,Yes
42040,56,Male,31,127.42,One year,Bank transfer,3991.63,No
42041,21,Female,3,62.1,One year,Bank transfer,230.53,Yes
42042,47,Female,6,94.0,One year,Bank transfer,590.72,No
42043,77,Female,46,133.93,Two year,Credit card,6239.56,No
42044,70,Female,66,45.85,Month-to-month,Mailed check,2957.7,No
42045,50,Male,70,139.63,One year,Credit card,9701.61,Yes
42046,53,Male,58,89.38,Two year,Credit card,5250.05,No
42047,47,Other,65,24.11,Month-to-month,Electronic check,1595.79,No
42048,31,Male,25,63.44,Two year,Mailed check,1578.54,No
42049,40,Male,34,97.27,Month-to-month,Electronic check,3287.72,No
42050,65,Female,36,117.85,Two year,Electronic check,4250.18,Yes
42051,45,Male,37,27.63,Month-to-month,Electronic check,961.08,No
42052,75,Female,32,55.7,One year,Electronic check,1796.3,No
42053,24,Female,61,63.92,One year,Mailed check,3938.72,No
42054,59,Male,50,87.86,Month-to-month,Bank transfer,4290.25,Yes
42055,27,Male,49,27.13,One year,Bank transfer,1347.24,No
42056,21,Male,66,39.17,Month-to-month,Mailed check,2569.49,Yes
42057,61,Other,56,50.72,One year,Mailed check,2797.75,No
42058,55,Female,37,29.96,Two year,Electronic check,1167.51,No
42059,30,Male,59,55.2,Month-to-month,Mailed check,3268.72,No
42060,38,Male,69,60.54,One year,Mailed check,4087.27,No
42061,50,Male,26,97.44,Month-to-month,Bank transfer,2537.14,No
42062,57,Male,43,131.88,One year,Mailed check,5634.72,Yes
42063,45,Male,23,119.9,Month-to-month,Credit card,2744.03,Yes
42064,40,Male,60,123.54,Two year,Electronic check,7378.38,No
42065,49,Male,21,148.86,Month-to-month,Credit card,3115.0,Yes
42066,80,Female,45,96.52,Two year,Bank transfer,4356.93,No
42067,65,Male,15,95.62,Two year,Mailed check,1384.49,No
42068,22,Female,64,132.28,Month-to-month,Electronic check,8548.74,No
42069,78,Female,17,76.45,One year,Electronic check,1326.34,No
42070,75,Male,44,116.47,Month-to-month,Credit card,5107.55,No
42071,43,Male,27,45.57,One year,Mailed check,1299.43,No
42072,56,Other,35,127.13,Month-to-month,Credit card,4482.76,Yes
42073,80,Male,13,63.8,One year,Mailed check,832.42,No
42074,43,Male,68,142.89,Month-to-month,Bank transfer,9762.25,No
42075,20,Male,41,96.32,Two year,Electronic check,3990.53,No
42076,41,Female,10,12.47,Two year,Mailed check,41.87,No
42077,70,Female,60,139.64,Month-to-month,Credit card,8333.9,No
42078,51,Male,1,30.03,Month-to-month,Credit card,44.78,No
42079,51,Male,10,77.36,Two year,Mailed check,743.14,Yes
42080,37,Male,69,135.02,Month-to-month,Electronic check,9299.87,Yes
42081,72,Male,40,78.48,Month-to-month,Mailed check,3089.38,No
42082,47,Male,35,142.52,Two year,Bank transfer,5009.85,No
42083,59,Male,66,73.91,One year,Bank transfer,4867.89,No
42084,37,Female,42,138.97,Two year,Mailed check,5851.52,No
42085,58,Female,10,134.91,One year,Credit card,1346.99,No
42086,35,Female,31,146.74,One year,Mailed check,4521.1,Yes
42087,55,Female,9,75.06,One year,Electronic check,692.52,No
42088,37,Male,18,104.41,Month-to-month,Electronic check,1796.05,No
42089,23,Male,44,130.55,Month-to-month,Bank transfer,5826.64,Yes
42090,75,Male,60,86.08,Month-to-month,Mailed check,5061.9,No
42091,74,Female,30,128.79,One year,Electronic check,3867.07,Yes
42092,59,Female,67,120.93,Two year,Bank transfer,8008.71,No
42093,77,Female,30,72.68,Month-to-month,Mailed check,2191.08,No
42094,42,Male,40,119.49,One year,Electronic check,4785.96,Yes
42095,58,Male,58,136.81,One year,Bank transfer,7916.04,No
42096,58,Male,56,33.61,Month-to-month,Bank transfer,1934.71,No
42097,20,Female,25,57.41,Two year,Electronic check,1391.37,No
42098,61,Female,46,93.22,One year,Electronic check,4298.86,No
42099,60,Female,33,143.63,Month-to-month,Mailed check,4745.14,No
42100,63,Female,68,105.84,Two year,Mailed check,7192.1,Yes
42101,74,Female,41,19.33,One year,Bank transfer,772.9,No
42102,36,Male,32,60.88,Month-to-month,Electronic check,1989.64,No
42103,27,Female,65,133.14,Month-to-month,Mailed check,8595.2,Yes
42104,68,Male,67,35.87,Month-to-month,Mailed check,2415.09,Yes
42105,22,Male,48,49.14,Two year,Credit card,2402.35,No
42106,39,Male,4,45.02,Month-to-month,Credit card,199.81,Yes
42107,26,Female,3,133.82,Month-to-month,Bank transfer,402.58,Yes
42108,50,Female,40,21.87,Month-to-month,Electronic check,951.42,No
42109,32,Female,69,35.95,Month-to-month,Mailed check,2516.51,Yes
42110,41,Male,7,64.13,Month-to-month,Credit card,320.75,Yes
42111,47,Female,72,118.86,Month-to-month,Bank transfer,8580.96,Yes
42112,79,Male,11,129.48,Two year,Electronic check,1338.83,Yes
42113,53,Male,44,21.14,Month-to-month,Mailed check,958.91,No
42114,75,Male,4,85.59,One year,Mailed check,393.32,Yes
42115,56,Female,26,30.67,Month-to-month,Mailed check,769.26,No
42116,23,Female,50,18.84,One year,Electronic check,938.6,No
42117,32,Male,40,44.12,Month-to-month,Mailed check,1725.82,No
42118,55,Female,7,17.64,Month-to-month,Mailed check,192.41,Yes
42119,56,Male,62,143.23,One year,Mailed check,8869.74,Yes
42120,69,Female,21,83.79,One year,Mailed check,1827.99,No
42121,39,Female,33,53.1,Month-to-month,Mailed check,1598.08,No
42122,20,Other,36,70.79,One year,Electronic check,2540.61,No
42123,70,Male,45,146.99,Two year,Electronic check,6670.46,No
42124,46,Female,34,59.25,Month-to-month,Bank transfer,1984.27,No
42125,46,Male,67,46.33,Two year,Bank transfer,3108.62,No
42126,79,Other,32,74.56,Two year,Credit card,2374.09,No
42127,48,Male,36,68.73,Two year,Credit card,2478.86,No
42128,62,Female,36,37.53,Month-to-month,Electronic check,1327.57,No
42129,19,Other,56,73.1,Two year,Bank transfer,4103.06,No
42130,52,Male,48,72.8,Month-to-month,Mailed check,3551.9,Yes
42131,62,Female,58,20.56,One year,Electronic check,1186.33,No
42132,26,Other,6,49.92,Month-to-month,Electronic check,358.87,Yes
42133,39,Female,60,43.7,One year,Electronic check,2608.63,No
42134,36,Male,70,142.94,Two year,Mailed check,10091.22,Yes
42135,67,Male,5,51.73,Month-to-month,Mailed check,243.48,Yes
42136,54,Male,18,108.39,One year,Electronic check,1970.67,Yes
42137,27,Female,62,33.8,Month-to-month,Bank transfer,2081.16,Yes
42138,63,Female,27,34.61,Month-to-month,Electronic check,929.22,Yes
42139,38,Female,13,128.35,Month-to-month,Bank transfer,1778.8,Yes
42140,34,Female,71,133.05,Month-to-month,Electronic check,9467.81,Yes
42141,20,Male,52,142.9,Two year,Mailed check,7387.1,No
42142,24,Male,50,22.37,One year,Credit card,1095.6,No
42143,58,Female,68,63.94,Month-to-month,Mailed check,4318.04,No
42144,54,Female,39,139.49,Month-to-month,Bank transfer,5435.51,Yes
42145,53,Male,56,142.87,Month-to-month,Mailed check,7951.81,No
42146,20,Female,28,51.33,Two year,Credit card,1373.76,No
42147,75,Female,32,18.26,Month-to-month,Electronic check,621.43,Yes
42148,30,Female,28,97.64,Month-to-month,Electronic check,2687.7,No
42149,58,Female,2,15.92,Month-to-month,Electronic check,7.21,Yes
42150,47,Male,36,47.06,Month-to-month,Electronic check,1709.15,No
42151,40,Female,72,14.5,Month-to-month,Mailed check,1050.4,No
42152,77,Female,3,85.72,Month-to-month,Bank transfer,218.61,No
42153,24,Female,65,54.04,Two year,Mailed check,3459.47,No
42154,47,Female,19,56.25,Month-to-month,Credit card,1146.51,No
42155,46,Female,15,102.93,Month-to-month,Credit card,1553.32,No
42156,25,Male,60,118.31,Month-to-month,Electronic check,7120.7,Yes
42157,27,Male,45,46.24,Month-to-month,Electronic check,2143.91,Yes
42158,50,Female,42,43.23,Month-to-month,Mailed check,1724.05,Yes
42159,76,Male,62,146.14,Month-to-month,Electronic check,9065.67,Yes
42160,37,Male,40,106.8,Month-to-month,Electronic check,4223.8,Yes
42161,46,Male,43,35.24,Month-to-month,Bank transfer,1433.72,No
42162,46,Male,65,64.31,Two year,Electronic check,4151.53,No
42163,70,Female,21,13.98,Month-to-month,Electronic check,291.36,No
42164,38,Female,25,95.54,Month-to-month,Electronic check,2402.85,No
42165,18,Female,14,98.82,Month-to-month,Credit card,1397.57,Yes
42166,68,Female,66,107.9,Month-to-month,Bank transfer,7133.65,No
42167,51,Female,46,40.37,One year,Mailed check,1886.27,No
42168,61,Female,37,26.09,Month-to-month,Mailed check,964.07,No
42169,72,Female,38,102.1,Two year,Mailed check,3786.69,No
42170,49,Other,52,66.69,Month-to-month,Mailed check,3462.47,No
42171,62,Female,40,94.18,Month-to-month,Mailed check,3794.0,No
42172,31,Female,34,124.87,Month-to-month,Electronic check,4245.57,No
42173,54,Male,41,12.23,Two year,Electronic check,594.1,No
42174,52,Male,9,16.79,One year,Credit card,104.72,Yes
42175,76,Male,5,87.25,Month-to-month,Electronic check,396.14,Yes
42176,41,Male,7,72.43,Month-to-month,Credit card,462.85,No
42177,66,Male,54,97.03,Month-to-month,Credit card,5257.79,Yes
42178,18,Female,27,114.32,Month-to-month,Mailed check,3133.59,No
42179,63,Female,48,37.83,Month-to-month,Credit card,1668.89,No
42180,23,Female,42,109.64,Month-to-month,Mailed check,4542.32,Yes
42181,66,Female,17,115.62,Month-to-month,Electronic check,1889.44,No
42182,21,Female,29,111.77,Two year,Electronic check,3248.79,No
42183,55,Female,13,91.0,Two year,Mailed check,1158.34,No
42184,18,Male,7,52.99,Two year,Mailed check,328.29,No
42185,78,Female,35,29.14,One year,Bank transfer,1125.92,No
42186,58,Female,38,85.42,Month-to-month,Electronic check,3147.22,No
42187,48,Female,3,56.79,Two year,Mailed check,174.06,No
42188,53,Female,25,91.39,One year,Electronic check,2212.82,No
42189,26,Female,9,14.02,Month-to-month,Electronic check,214.05,No
42190,58,Male,10,136.48,One year,Electronic check,1393.97,Yes
42191,78,Male,26,126.54,Two year,Credit card,3311.61,No
42192,71,Female,58,115.01,Month-to-month,Electronic check,6654.78,Yes
42193,62,Male,22,117.66,Month-to-month,Mailed check,2638.62,Yes
42194,40,Female,47,40.1,Two year,Bank transfer,1941.09,No
42195,48,Female,42,28.93,Month-to-month,Bank transfer,1261.34,No
42196,46,Female,43,35.83,Two year,Electronic check,1515.92,No
42197,66,Female,34,16.28,Two year,Mailed check,567.0,No
42198,38,Female,9,18.24,Two year,Credit card,186.25,No
42199,20,Female,8,66.19,Month-to-month,Bank transfer,473.33,Yes
42200,75,Female,21,62.75,Month-to-month,Credit card,1383.03,No
42201,43,Male,65,23.46,One year,Electronic check,1562.07,No
42202,78,Male,2,36.24,Month-to-month,Credit card,136.44,Yes
42203,23,Male,15,147.92,One year,Electronic check,2210.78,No
42204,37,Female,40,76.48,One year,Mailed check,3066.91,No
42205,64,Male,1,44.38,Two year,Mailed check,44.75,No
42206,78,Male,22,92.85,One year,Electronic check,2031.67,No
42207,63,Female,16,119.65,Month-to-month,Bank transfer,1984.87,No
42208,30,Male,52,86.18,Two year,Mailed check,4469.66,No
42209,58,Other,22,105.53,Month-to-month,Electronic check,2308.88,No
42210,40,Female,59,37.57,Two year,Electronic check,2086.89,No
42211,32,Female,21,118.56,Month-to-month,Electronic check,2440.73,Yes
42212,63,Female,44,97.58,Month-to-month,Electronic check,4276.57,No
42213,48,Female,52,117.93,Two year,Mailed check,6116.9,Yes
42214,21,Female,62,55.86,Month-to-month,Electronic check,3455.46,No
42215,78,Female,36,37.37,One year,Electronic check,1351.45,No
42216,28,Male,8,64.7,Month-to-month,Electronic check,441.2,Yes
42217,71,Female,53,66.4,Two year,Mailed check,3488.54,No
42218,19,Female,36,79.82,One year,Mailed check,2849.31,No
42219,79,Male,16,105.73,One year,Bank transfer,1717.17,No
42220,33,Female,21,12.87,Two year,Electronic check,248.07,No
42221,68,Male,60,50.6,Month-to-month,Mailed check,3045.52,No
42222,48,Female,27,45.68,Month-to-month,Credit card,1201.38,No
42223,65,Female,24,17.71,Month-to-month,Credit card,478.86,No
42224,76,Other,28,55.9,Two year,Credit card,1554.37,No
42225,56,Female,49,21.73,One year,Electronic check,1072.51,No
42226,60,Male,20,65.6,Month-to-month,Electronic check,1340.1,Yes
42227,61,Male,49,54.14,Month-to-month,Credit card,2603.93,No
42228,21,Female,24,32.58,Month-to-month,Electronic check,745.54,No
42229,79,Male,71,147.64,Month-to-month,Mailed check,10512.84,Yes
42230,65,Female,65,10.18,Month-to-month,Electronic check,661.7,No
42231,45,Male,43,41.54,Month-to-month,Credit card,1756.99,No
42232,75,Male,6,148.07,Month-to-month,Credit card,835.13,Yes
42233,33,Female,7,44.38,Month-to-month,Electronic check,323.28,Yes
42234,56,Female,6,147.86,Month-to-month,Credit card,831.46,Yes
42235,42,Male,20,52.22,Month-to-month,Bank transfer,1125.34,Yes
42236,79,Male,65,25.47,Month-to-month,Credit card,1688.24,No
42237,30,Other,45,44.05,Two year,Mailed check,1923.45,No
42238,22,Male,20,34.62,Month-to-month,Mailed check,664.78,Yes
42239,47,Female,65,36.52,Month-to-month,Bank transfer,2352.5,No
42240,18,Male,13,57.98,One year,Mailed check,731.04,No
42241,22,Male,36,21.37,Two year,Electronic check,742.3,No
42242,71,Male,61,115.13,Month-to-month,Credit card,6991.93,Yes
42243,31,Female,7,69.87,Month-to-month,Electronic check,526.49,No
42244,28,Female,68,95.59,Month-to-month,Electronic check,6470.8,Yes
42245,51,Male,5,115.15,Month-to-month,Electronic check,570.5,Yes
42246,73,Male,55,57.2,One year,Mailed check,3170.99,No
42247,46,Female,19,75.32,One year,Mailed check,1395.06,No
42248,35,Female,3,91.26,Month-to-month,Credit card,277.86,Yes
42249,32,Female,25,16.09,Month-to-month,Electronic check,409.33,No
42250,63,Male,8,41.79,Month-to-month,Mailed check,384.14,No
42251,42,Male,36,137.3,Month-to-month,Electronic check,4956.43,Yes
42252,47,Male,36,130.01,Two year,Electronic check,4634.57,Yes
42253,62,Female,46,96.7,Two year,Electronic check,4432.56,No
42254,19,Male,11,62.24,Month-to-month,Mailed check,725.29,Yes
42255,68,Female,51,99.5,Month-to-month,Mailed check,5143.55,No
42256,57,Female,34,61.99,Month-to-month,Electronic check,2138.86,No
42257,44,Male,60,88.61,Month-to-month,Electronic check,5353.18,No
42258,71,Male,29,65.88,One year,Mailed check,1840.9,No
42259,66,Female,20,56.63,Month-to-month,Mailed check,1157.91,Yes
42260,32,Male,8,73.0,One year,Mailed check,602.29,No
42261,49,Male,5,47.76,Two year,Credit card,241.37,Yes
42262,37,Male,59,71.69,Month-to-month,Credit card,4297.86,Yes
42263,70,Female,9,111.17,Two year,Mailed check,995.4,Yes
42264,31,Female,40,35.34,Month-to-month,Electronic check,1366.42,Yes
42265,44,Female,16,39.12,Month-to-month,Credit card,473.87,No
42266,20,Female,36,37.64,Two year,Bank transfer,1303.97,No
42267,66,Other,43,120.05,One year,Electronic check,5225.48,Yes
42268,20,Female,4,77.57,Month-to-month,Electronic check,311.54,Yes
42269,30,Male,46,88.19,Month-to-month,Bank transfer,4058.13,No
42270,42,Female,6,125.2,One year,Bank transfer,805.83,Yes
42271,35,Male,31,105.59,Month-to-month,Bank transfer,3270.83,No
42272,18,Male,64,75.33,Two year,Bank transfer,4728.81,No
42273,56,Male,68,28.55,Two year,Bank transfer,1909.26,No
42274,78,Female,24,29.81,Month-to-month,Credit card,742.43,No
42275,72,Female,6,51.67,Month-to-month,Mailed check,328.9,Yes
42276,22,Female,13,138.74,One year,Mailed check,1732.23,Yes
42277,19,Male,65,145.28,Month-to-month,Credit card,9417.34,Yes
42278,47,Male,44,65.53,Month-to-month,Credit card,2855.84,No
42279,34,Female,4,112.21,Month-to-month,Credit card,468.84,Yes
42280,46,Female,35,108.83,Month-to-month,Electronic check,3839.23,Yes
42281,70,Female,36,61.87,Month-to-month,Mailed check,2243.73,No
42282,59,Male,48,10.78,Two year,Electronic check,448.6,No
42283,21,Female,58,67.96,Month-to-month,Bank transfer,3889.38,Yes
42284,26,Male,33,23.28,One year,Mailed check,837.5,No
42285,38,Female,2,120.73,Month-to-month,Bank transfer,322.75,Yes
42286,60,Male,44,45.23,Month-to-month,Bank transfer,1915.38,Yes
42287,75,Female,19,71.58,Month-to-month,Electronic check,1355.23,No
42288,29,Female,10,15.14,One year,Electronic check,168.01,No
